CNV_status	Region	Gene
Del	1p13.1	PHC2
Del	1p13.1	EIF2D
Del	1p13.1	EFNA1
Del	1p13.1	EFNA3
Del	1p13.1	EFNA4
Del	1p13.1	CELSR2
Del	1p13.1	MEGF6
Del	1p13.1	EPHA2
Del	1p13.1	ELAVL4
Del	1p13.1	ELF3
Del	1p13.1	ELK4
Del	1p13.1	ENO1
Del	1p13.1	ENSA
Del	1p13.1	EPB41
Del	1p13.1	EPHA8
Del	1p13.1	EPHB2
Del	1p13.1	EPHX1
Del	1p13.1	EPRS
Del	1p13.1	EPS15
Del	1p13.1	ESRRG
Del	1p13.1	ETV3
Del	1p13.1	EXTL1
Del	1p13.1	EXTL2
Del	1p13.1	EYA3
Del	1p13.1	F3
Del	1p13.1	F5
Del	1p13.1	F13B
Del	1p13.1	FAAH
Del	1p13.1	FABP3
Del	1p13.1	FCER1A
Del	1p13.1	FCER1G
Del	1p13.1	FCGR1A
Del	1p13.1	FCGR1B
Del	1p13.1	FCGR2A
Del	1p13.1	FCGR2B
Del	1p13.1	FCGR3A
Del	1p13.1	FCGR3B
Del	1p13.1	FDPS
Del	1p13.1	FGR
Del	1p13.1	FH
Del	1p13.1	FHL3
Del	1p13.1	FOXE3
Del	1p13.1	FOXD2
Del	1p13.1	FLG
Del	1p13.1	FMO1
Del	1p13.1	FMO2
Del	1p13.1	FMO3
Del	1p13.1	FMO4
Del	1p13.1	FMO5
Del	1p13.1	FMOD
Del	1p13.1	MTOR
Del	1p13.1	NR5A2
Del	1p13.1	FUCA1
Del	1p13.1	DARC
Del	1p13.1	IFI6
Del	1p13.1	GABRD
Del	1p13.1	GALE
Del	1p13.1	GALNT2
Del	1p13.1	GBA
Del	1p13.1	GBAP1
Del	1p13.1	GBP1
Del	1p13.1	GBP2
Del	1p13.1	GBP3
Del	1p13.1	GFI1
Del	1p13.1	GJA4
Del	1p13.1	GJA5
Del	1p13.1	GJA8
Del	1p13.1	GJB3
Del	1p13.1	GJB5
Del	1p13.1	GCLM
Del	1p13.1	GLUL
Del	1p13.1	GNAI3
Del	1p13.1	GNAT2
Del	1p13.1	GNB1
Del	1p13.1	GNG4
Del	1p13.1	GNG5
Del	1p13.1	SFN
Del	1p13.1	GPR3
Del	1p13.1	GPR25
Del	1p13.1	GPX7
Del	1p13.1	GRIK3
Del	1p13.1	GSTM1
Del	1p13.1	GSTM2
Del	1p13.1	GSTM3
Del	1p13.1	GSTM4
Del	1p13.1	GSTM5
Del	1p13.1	GTF2B
Del	1p13.1	GUCA2A
Del	1p13.1	GUCA2B
Del	1p13.1	GUK1
Del	1p13.1	H3F3A
Del	1p13.1	HCRTR1
Del	1p13.1	HDAC1
Del	1p13.1	HDGF
Del	1p13.1	CFH
Del	1p13.1	CFHR1
Del	1p13.1	CFHR2
Del	1p13.1	ZBTB48
Del	1p13.1	MR1
Del	1p13.1	HLX
Del	1p13.1	HMGN2
Del	1p13.1	HMGCL
Del	1p13.1	HMGCS2
Del	1p13.1	HNRNPU
Del	1p13.1	HPCA
Del	1p13.1	HSD3B1
Del	1p13.1	HSD3B2
Del	1p13.1	HSD11B1
Del	1p13.1	HSPA6
Del	1p13.1	HSPA7
Del	1p13.1	IGSF3
Del	1p13.1	HSPG2
Del	1p13.1	HTR1D
Del	1p13.1	HTR6
Del	1p13.1	ID3
Del	1p13.1	IFI16
Del	1p13.1	CYR61
Del	1p13.1	IL6R
Del	1p13.1	IL10
Del	1p13.1	IL12RB2
Del	1p13.1	TNFRSF9
Del	1p13.1	ILF2
Del	1p13.1	INPP5B
Del	1p13.1	INSRR
Del	1p13.1	IPP
Del	1p13.1	IRF6
Del	1p13.1	ITPKB
Del	1p13.1	IVL
Del	1p13.1	JAK1
Del	1p13.1	JUN
Del	1p13.1	KCNA2
Del	1p13.1	KCNA3
Del	1p13.1	KCNA10
Del	1p13.1	KCNC4
Del	1p13.1	KCND3
Del	1p13.1	KCNH1
Del	1p13.1	KCNJ9
Del	1p13.1	KCNJ10
Del	1p13.1	KCNK1
Del	1p13.1	KCNK2
Del	1p13.1	KCNN3
Del	1p13.1	KISS1
Del	1p13.1	LAD1
Del	1p13.1	LAMB3
Del	1p13.1	LAMC1
Del	1p13.1	LAMC2
Del	1p13.1	STMN1
Del	1p13.1	LBR
Del	1p13.1	LCK
Del	1p13.1	LEPR
Del	1p13.1	LGALS8
Del	1p13.1	LMNA
Del	1p13.1	LMX1A
Del	1p13.1	LOR
Del	1p13.1	LY9
Del	1p13.1	TACSTD2
Del	1p13.1	MAGOH
Del	1p13.1	MARK1
Del	1p13.1	MATN1
Del	1p13.1	MCL1
Del	1p13.1	CD46
Del	1p13.1	SMCP
Del	1p13.1	MDM4
Del	1p13.1	MEF2D
Del	1p13.1	MFAP2
Del	1p13.1	MGST3
Del	1p13.1	MNDA
Del	1p13.1	MOV10
Del	1p13.1	MPL
Del	1p13.1	MPZ
Del	1p13.1	MSH4
Del	1p13.1	MTF1
Del	1p13.1	MTHFR
Del	1p13.1	MTR
Del	1p13.1	MTX1
Del	1p13.1	MUC1
Del	1p13.1	MUTYH
Del	1p13.1	MYBPH
Del	1p13.1	MYCL1
Del	1p13.1	MYOC
Del	1p13.1	MYOG
Del	1p13.1	PPP1R12B
Del	1p13.1	NASP
Del	1p13.1	NBL1
Del	1p13.1	NCF2
Del	1p13.1	NDUFS2
Del	1p13.1	NDUFS5
Del	1p13.1	NEK2
Del	1p13.1	NFIA
Del	1p13.1	NFYC
Del	1p13.1	NGF
Del	1p13.1	NHLH1
Del	1p13.1	NHLH2
Del	1p13.1	NID1
Del	1p13.1	NIT1
Del	1p13.1	NOTCH2
Del	1p13.1	NPPA
Del	1p13.1	NPPB
Del	1p13.1	NPR1
Del	1p13.1	NRAS
Del	1p13.1	NRD1
Del	1p13.1	YBX1
Del	1p13.1	NTRK1
Del	1p13.1	ROR1
Del	1p13.1	DDR2
Del	1p13.1	NVL
Del	1p13.1	OPRD1
Del	1p13.1	ORC1
Del	1p13.1	OVGP1
Del	1p13.1	PAFAH2
Del	1p13.1	PRDX1
Del	1p13.1	PAX7
Del	1p13.1	PBX1
Del	1p13.1	CDK18
Del	1p13.1	PDC
Del	1p13.1	PDE4B
Del	1p13.1	PDZK1
Del	1p13.1	PEX10
Del	1p13.1	PEX14
Del	1p13.1	PFDN2
Del	1p13.1	PFKFB2
Del	1p13.1	PGD
Del	1p13.1	PGM1
Del	1p13.1	PIGC
Del	1p13.1	PIGR
Del	1p13.1	PIK3C2B
Del	1p13.1	PIK3CD
Del	1p13.1	PI4KB
Del	1p13.1	PIN1P1
Del	1p13.1	PKLR
Del	1p13.1	PKP1
Del	1p13.1	PLA2G2A
Del	1p13.1	PLA2G4A
Del	1p13.1	PLA2G5
Del	1p13.1	PLOD1
Del	1p13.1	PLXNA2
Del	1p13.1	EXOSC10
Del	1p13.1	PRRX1
Del	1p13.1	POU2F1
Del	1p13.1	POU3F1
Del	1p13.1	PPOX
Del	1p13.1	PPP1R8
Del	1p13.1	PPP2R5A
Del	1p13.1	PPT1
Del	1p13.1	PRCC
Del	1p13.1	PRELP
Del	1p13.1	PRKAA2
Del	1p13.1	PRKAB2
Del	1p13.1	PRKACB
Del	1p13.1	PKN2
Del	1p13.1	PRKCZ
Del	1p13.1	PROX1
Del	1p13.1	PSEN2
Del	1p13.1	PSMA5
Del	1p13.1	PSMB2
Del	1p13.1	PSMB4
Del	1p13.1	PSMD4
Del	1p13.1	PTAFR
Del	1p13.1	PTGER3
Del	1p13.1	PTGFR
Del	1p13.1	PTGFRN
Del	1p13.1	PTGS2
Del	1p13.1	QSOX1
Del	1p13.1	PTPN7
Del	1p13.1	PTPN14
Del	1p13.1	PTPRC
Del	1p13.1	PTPRF
Del	1p13.1	PEX19
Del	1p13.1	ABCD3
Del	1p13.1	RAB3B
Del	1p13.1	RAB4A
Del	1p13.1	RAB13
Del	1p13.1	RABGGTB
Del	1p13.1	RABIF
Del	1p13.1	RAP1A
Del	1p13.1	RAP1GAP
Del	1p13.1	RBBP4
Del	1p13.1	RBBP5
Del	1p13.1	REN
Del	1p13.1	RFX5
Del	1p13.1	RGS1
Del	1p13.1	RGS2
Del	1p13.1	RGS4
Del	1p13.1	RGS7
Del	1p13.1	RGS13
Del	1p13.1	RGS16
Del	1p13.1	RHCE
Del	1p13.1	RHD
Del	1p13.1	RIT1
Del	1p13.1	RLF
Del	1p13.1	RNASEL
Del	1p13.1	RNF2
Del	1p13.1	RNPEP
Del	1p13.1	SNORD21
Del	1p13.1	RORC
Del	1p13.1	RPA2
Del	1p13.1	RPE65
Del	1p13.1	RPL5
Del	1p13.1	RPL11
Del	1p13.1	RPL22
Del	1p13.1	RPS6KA1
Del	1p13.1	RPS8
Del	1p13.1	RPS27
Del	1p13.1	RSC1A1
Del	1p13.1	RXRG
Del	1p13.1	RYR2
Del	1p13.1	S100A1
Del	1p13.1	SORT1
Del	1p13.1	S100A2
Del	1p13.1	S100A3
Del	1p13.1	S100A4
Del	1p13.1	S100A5
Del	1p13.1	S100A6
Del	1p13.1	S100A7
Del	1p13.1	S100A8
Del	1p13.1	S100A9
Del	1p13.1	S100A10
Del	1p13.1	S100A11
Del	1p13.1	S100A12
Del	1p13.1	S100A13
Del	1p13.1	SARS
Del	1p13.1	SCNN1D
Del	1p13.1	SCP2
Del	1p13.1	XCL1
Del	1p13.1	SDHB
Del	1p13.1	SDHC
Del	1p13.1	SELE
Del	1p13.1	SELL
Del	1p13.1	SELP
Del	1p13.1	SFPQ
Del	1p13.1	SRSF4
Del	1p13.1	SHC1
Del	1p13.1	ST3GAL3
Del	1p13.1	STIL
Del	1p13.1	SKI
Del	1p13.1	SLAMF1
Del	1p13.1	SLC1A7
Del	1p13.1	SLC2A1
Del	1p13.1	SLC2A5
Del	1p13.1	SLC6A9
Del	1p13.1	SLC9A1
Del	1p13.1	SLC16A1
Del	1p13.1	SNRPE
Del	1p13.1	SOAT1
Del	1p13.1	UAP1
Del	1p13.1	SPRR1A
Del	1p13.1	SPRR1B
Del	1p13.1	SPRR2A
Del	1p13.1	SPRR2B
Del	1p13.1	SPRR2C
Del	1p13.1	SPRR2D
Del	1p13.1	SPRR2E
Del	1p13.1	SPRR2F
Del	1p13.1	SPRR2G
Del	1p13.1	SPRR3
Del	1p13.1	SPTA1
Del	1p13.1	SRM
Del	1p13.1	SRP9
Del	1p13.1	TROVE2
Del	1p13.1	SSR2
Del	1p13.1	AURKAPS1
Del	1p13.1	STXBP3
Del	1p13.1	XCL2
Del	1p13.1	SYCP1
Del	1p13.1	TAF12
Del	1p13.1	TAF13
Del	1p13.1	TAL1
Del	1p13.1	TARBP1
Del	1p13.1	CNTN2
Del	1p13.1	TBCE
Del	1p13.1	TBX15
Del	1p13.1	TCEA3
Del	1p13.1	TCEB3
Del	1p13.1	VPS72
Del	1p13.1	TGFB2
Del	1p13.1	LEFTY2
Del	1p13.1	TGFBR3
Del	1p13.1	THBS3
Del	1p13.1	TCHH
Del	1p13.1	TIE1
Del	1p13.1	TLR5
Del	1p13.1	GPR137B
Del	1p13.1	TNFRSF1B
Del	1p13.1	TNNI1
Del	1p13.1	TNNT2
Del	1p13.1	TNR
Del	1p13.1	TOP1P1
Del	1p13.1	TP53BP2
Del	1p13.1	TP73
Del	1p13.1	TPM3
Del	1p13.1	TPR
Del	1p13.1	TRAF5
Del	1p13.1	CCT3
Del	1p13.1	TSHB
Del	1p13.1	TSNAX
Del	1p13.1	TTC4
Del	1p13.1	TUFT1
Del	1p13.1	TNFSF4
Del	1p13.1	TNFRSF4
Del	1p13.1	UCK2
Del	1p13.1	UQCRH
Del	1p13.1	UROD
Del	1p13.1	USF1
Del	1p13.1	USP1
Del	1p13.1	USH2A
Del	1p13.1	VCAM1
Del	1p13.1	WNT2B
Del	1p13.1	WNT9A
Del	1p13.1	ZSCAN20
Del	1p13.1	ZNF124
Del	1p13.1	ZBTB17
Del	1p13.1	SLC30A1
Del	1p13.1	SLC30A2
Del	1p13.1	LUZP1
Del	1p13.1	PRDM2
Del	1p13.1	DNALI1
Del	1p13.1	LRP8
Del	1p13.1	LAPTM5
Del	1p13.1	BSND
Del	1p13.1	CSDE1
Del	1p13.1	EVI5
Del	1p13.1	DAP3
Del	1p13.1	NPHS2
Del	1p13.1	BTG2
Del	1p13.1	PTP4A2
Del	1p13.1	ARID1A
Del	1p13.1	HIST3H3
Del	1p13.1	CDC7
Del	1p13.1	HIST2H2AA3
Del	1p13.1	HIST2H2AC
Del	1p13.1	HIST2H2BE
Del	1p13.1	HIST2H4A
Del	1p13.1	PIP5K1A
Del	1p13.1	TAGLN2
Del	1p13.1	BCAR3
Del	1p13.1	ANXA9
Del	1p13.1	SNHG3
Del	1p13.1	NR0B2
Del	1p13.1	RAD54L
Del	1p13.1	GNPAT
Del	1p13.1	DYRK3
Del	1p13.1	TTF2
Del	1p13.1	CDC42BPA
Del	1p13.1	RGS5
Del	1p13.1	PPFIA4
Del	1p13.1	PIK3R3
Del	1p13.1	MMP23B
Del	1p13.1	MMP23A
Del	1p13.1	KCNAB2
Del	1p13.1	ITGA10
Del	1p13.1	LMO4
Del	1p13.1	FCN3
Del	1p13.1	BLZF1
Del	1p13.1	CDC14A
Del	1p13.1	DEGS1
Del	1p13.1	KMO
Del	1p13.1	YARS
Del	1p13.1	MKNK1
Del	1p13.1	AKR7A2
Del	1p13.1	PPAP2B
Del	1p13.1	RTCD1
Del	1p13.1	PTCH2
Del	1p13.1	ALDH4A1
Del	1p13.1	EIF3I
Del	1p13.1	EIF4G3
Del	1p13.1	VAMP4
Del	1p13.1	PEA15
Del	1p13.1	B4GALT3
Del	1p13.1	B4GALT2
Del	1p13.1	B3GALT2
Del	1p13.1	TNFRSF25
Del	1p13.1	ADAM15
Del	1p13.1	PABPC4
Del	1p13.1	TNFRSF14
Del	1p13.1	TNFRSF18
Del	1p13.1	FPGT
Del	1p13.1	PEX11B
Del	1p13.1	CREG1
Del	1p13.1	CD84
Del	1p13.1	PER3
Del	1p13.1	FUBP1
Del	1p13.1	EIF2B3
Del	1p13.1	BCL10
Del	1p13.1	RAB7L1
Del	1p13.1	SELENBP1
Del	1p13.1	TNFSF18
Del	1p13.1	TAF1A
Del	1p13.1	MPZL1
Del	1p13.1	SH2D2A
Del	1p13.1	ARTN
Del	1p13.1	MAP3K6
Del	1p13.1	ANGPTL1
Del	1p13.1	DIRAS3
Del	1p13.1	TBX19
Del	1p13.1	FCGR2C
Del	1p13.1	SLC16A4
Del	1p13.1	PRPF3
Del	1p13.1	KCNQ4
Del	1p13.1	EXO1
Del	1p13.1	ARHGEF2
Del	1p13.1	DEDD
Del	1p13.1	ZMYM4
Del	1p13.1	ZMYM6
Del	1p13.1	XPR1
Del	1p13.1	FAIM3
Del	1p13.1	DHRS3
Del	1p13.1	MAPKAPK2
Del	1p13.1	GPR37L1
Del	1p13.1	GPR52
Del	1p13.1	SRSF11
Del	1p13.1	VAMP3
Del	1p13.1	ZFYVE9
Del	1p13.1	CD101
Del	1p13.1	SEP15
Del	1p13.1	ZRANB2
Del	1p13.1	SNRNP40
Del	1p13.1	ARHGAP29
Del	1p13.1	AIM2
Del	1p13.1	GGPS1
Del	1p13.1	RASAL2
Del	1p13.1	C1orf38
Del	1p13.1	ADAMTS4
Del	1p13.1	TMEM59
Del	1p13.1	SEC22B
Del	1p13.1	CHD1L
Del	1p13.1	H6PD
Del	1p13.1	SOX13
Del	1p13.1	PRDX6
Del	1p13.1	CLCA3P
Del	1p13.1	CLCA2
Del	1p13.1	ISG15
Del	1p13.1	IKBKE
Del	1p13.1	PLCH2
Del	1p13.1	HS2ST1
Del	1p13.1	PDE4DIP
Del	1p13.1	IPO13
Del	1p13.1	SDC3
Del	1p13.1	SLC25A44
Del	1p13.1	KIAA0040
Del	1p13.1	KDM4A
Del	1p13.1	CROCC
Del	1p13.1	PUM1
Del	1p13.1	NOS1AP
Del	1p13.1	TMEM63A
Del	1p13.1	CEP104
Del	1p13.1	RIMS3
Del	1p13.1	TOMM20
Del	1p13.1	KIAA0494
Del	1p13.1	URB2
Del	1p13.1	ARHGEF11
Del	1p13.1	DNAJC6
Del	1p13.1	CEP350
Del	1p13.1	CEP170
Del	1p13.1	LRIG2
Del	1p13.1	SETDB1
Del	1p13.1	ZC3H11A
Del	1p13.1	SMG7
Del	1p13.1	LPPR4
Del	1p13.1	UBAP2L
Del	1p13.1	SV2A
Del	1p13.1	KLHL21
Del	1p13.1	SLC35E2
Del	1p13.1	DENND4B
Del	1p13.1	RABGAP1L
Del	1p13.1	TMCC2
Del	1p13.1	FAM20B
Del	1p13.1	ZBTB40
Del	1p13.1	LPGAT1
Del	1p13.1	MFN2
Del	1p13.1	KIF14
Del	1p13.1	RBM8A
Del	1p13.1	THRAP3
Del	1p13.1	NR1I3
Del	1p13.1	AKT3
Del	1p13.1	INSL5
Del	1p13.1	PIGK
Del	1p13.1	SCAMP3
Del	1p13.1	PTPRU
Del	1p13.1	ARPC5
Del	1p13.1	TSPAN2
Del	1p13.1	TSPAN1
Del	1p13.1	CELA3A
Del	1p13.1	PDZK1IP1
Del	1p13.1	WASF2
Del	1p13.1	INADL
Del	1p13.1	PRG4
Del	1p13.1	ANGPTL7
Del	1p13.1	GPA33
Del	1p13.1	STX6
Del	1p13.1	HNRNPR
Del	1p13.1	SRRM1
Del	1p13.1	CNKSR1
Del	1p13.1	SF3B4
Del	1p13.1	ZMPSTE24
Del	1p13.1	UBE4B
Del	1p13.1	BCAS2
Del	1p13.1	AKR1A1
Del	1p13.1	WARS2
Del	1p13.1	BPNT1
Del	1p13.1	CEPT1
Del	1p13.1	PIAS3
Del	1p13.1	TESK2
Del	1p13.1	TIMM17A
Del	1p13.1	LRRN2
Del	1p13.1	PPIE
Del	1p13.1	VAV3
Del	1p13.1	HAX1
Del	1p13.1	MAD2L2
Del	1p13.1	PPIH
Del	1p13.1	ZNF238
Del	1p13.1	C1orf61
Del	1p13.1	CAP1
Del	1p13.1	LRRC41
Del	1p13.1	SEMA6C
Del	1p13.1	HBXIP
Del	1p13.1	SLC19A2
Del	1p13.1	IFI44
Del	1p13.1	POLR3C
Del	1p13.1	IVNS1ABP
Del	1p13.1	TXNIP
Del	1p13.1	PDPN
Del	1p13.1	LEFTY1
Del	1p13.1	SPHAR
Del	1p13.1	PMVK
Del	1p13.1	KHDRBS1
Del	1p13.1	GMEB1
Del	1p13.1	FAM189B
Del	1p13.1	AP4B1
Del	1p13.1	NUDC
Del	1p13.1	PHTF1
Del	1p13.1	MASP2
Del	1p13.1	CAPN9
Del	1p13.1	NES
Del	1p13.1	KDM5B
Del	1p13.1	AHCYL1
Del	1p13.1	SRSF10
Del	1p13.1	SDCCAG8
Del	1p13.1	CFHR4
Del	1p13.1	CFHR3
Del	1p13.1	WDR3
Del	1p13.1	OCLM
Del	1p13.1	JTB
Del	1p13.1	MTMR11
Del	1p13.1	MAN1A2
Del	1p13.1	UTS2
Del	1p13.1	SF3A3
Del	1p13.1	MLLT11
Del	1p13.1	IFI44L
Del	1p13.1	EBNA1BP2
Del	1p13.1	SLC27A3
Del	1p13.1	KIF2C
Del	1p13.1	IL24
Del	1p13.1	TDRKH
Del	1p13.1	RER1
Del	1p13.1	DNAJB4
Del	1p13.1	ADAM30
Del	1p13.1	RCAN3
Del	1p13.1	FAF1
Del	1p13.1	CD160
Del	1p13.1	GLMN
Del	1p13.1	HHLA3
Del	1p13.1	CELF3
Del	1p13.1	MST1P2
Del	1p13.1	DDX20
Del	1p13.1	DUSP10
Del	1p13.1	MST1P9
Del	1p13.1	PADI2
Del	1p13.1	PMF1
Del	1p13.1	DUSP12
Del	1p13.1	VPS45
Del	1p13.1	LYPLA2
Del	1p13.1	PARK7
Del	1p13.1	CTRC
Del	1p13.1	ACOT7
Del	1p13.1	COG2
Del	1p13.1	CLCA4
Del	1p13.1	MTF2
Del	1p13.1	DNAJC8
Del	1p13.1	NTNG1
Del	1p13.1	PLEKHA6
Del	1p13.1	CLSTN1
Del	1p13.1	FOXJ3
Del	1p13.1	KIAA0907
Del	1p13.1	WDR47
Del	1p13.1	KIFAP3
Del	1p13.1	ATF6
Del	1p13.1	SCMH1
Del	1p13.1	AKR7A3
Del	1p13.1	TTC39A
Del	1p13.1	SPEN
Del	1p13.1	KDM1A
Del	1p13.1	RBM34
Del	1p13.1	USP33
Del	1p13.1	WDTC1
Del	1p13.1	KIF21B
Del	1p13.1	NMNAT2
Del	1p13.1	KIAA0090
Del	1p13.1	KIF1B
Del	1p13.1	NFASC
Del	1p13.1	POGZ
Del	1p13.1	GLT25D2
Del	1p13.1	MAST2
Del	1p13.1	NCDN
Del	1p13.1	CLCC1
Del	1p13.1	SLC35D1
Del	1p13.1	RGL1
Del	1p13.1	PLEKHM2
Del	1p13.1	SYT11
Del	1p13.1	PRRC2C
Del	1p13.1	FBXO28
Del	1p13.1	RPRD2
Del	1p13.1	OTUD3
Del	1p13.1	KAZN
Del	1p13.1	CAMTA1
Del	1p13.1	LPHN2
Del	1p13.1	CAMSAP2
Del	1p13.1	KIAA1107
Del	1p13.1	ZCCHC11
Del	1p13.1	SZT2
Del	1p13.1	DNAJC16
Del	1p13.1	UBR4
Del	1p13.1	USP24
Del	1p13.1	SRGAP2
Del	1p13.1	SMG5
Del	1p13.1	NCSTN
Del	1p13.1	ATP13A2
Del	1p13.1	CRB1
Del	1p13.1	ITGB3BP
Del	1p13.1	GPR161
Del	1p13.1	TARDBP
Del	1p13.1	CELA3B
Del	1p13.1	SLC35A3
Del	1p13.1	ABCB10
Del	1p13.1	ICMT
Del	1p13.1	MACF1
Del	1p13.1	LRRC8B
Del	1p13.1	ZNF281
Del	1p13.1	SNAPIN
Del	1p13.1	LPAR3
Del	1p13.1	PADI4
Del	1p13.1	DDAH1
Del	1p13.1	TMEM50A
Del	1p13.1	OPN3
Del	1p13.1	PHLDA3
Del	1p13.1	RUSC1
Del	1p13.1	CA14
Del	1p13.1	KPNA6
Del	1p13.1	SSBP3
Del	1p13.1	STX12
Del	1p13.1	DSTYK
Del	1p13.1	RAB3GAP2
Del	1p13.1	CCDC19
Del	1p13.1	LMOD1
Del	1p13.1	NBPF14
Del	1p13.1	BRP44
Del	1p13.1	TRIM58
Del	1p13.1	INTS7
Del	1p13.1	OLFML2B
Del	1p13.1	AHCTF1
Del	1p13.1	C1orf43
Del	1p13.1	CLIC4
Del	1p13.1	NSL1
Del	1p13.1	SYF2
Del	1p13.1	RWDD3
Del	1p13.1	PARS2
Del	1p13.1	MMACHC
Del	1p13.1	ZZZ3
Del	1p13.1	ACOT11
Del	1p13.1	CHD5
Del	1p13.1	DNM3
Del	1p13.1	TOR1AIP1
Del	1p13.1	CHTOP
Del	1p13.1	C1orf144
Del	1p13.1	LDLRAP1
Del	1p13.1	SERBP1
Del	1p13.1	NOC2L
Del	1p13.1	OR1C1
Del	1p13.1	PTPN22
Del	1p13.1	PHGDH
Del	1p13.1	FBXO2
Del	1p13.1	LCE2B
Del	1p13.1	OR2M4
Del	1p13.1	OR2L2
Del	1p13.1	OR2L1P
Del	1p13.1	OPTC
Del	1p13.1	FBXO6
Del	1p13.1	PLA2G2D
Del	1p13.1	AK5
Del	1p13.1	MYCBP
Del	1p13.1	OR10J1
Del	1p13.1	HEYL
Del	1p13.1	EIF2C1
Del	1p13.1	OR4F3
Del	1p13.1	OR2T1
Del	1p13.1	RPS6KC1
Del	1p13.1	SNORD81
Del	1p13.1	SNORD79
Del	1p13.1	SNORD80
Del	1p13.1	SNORA66
Del	1p13.1	SNORD47
Del	1p13.1	SNORD45B
Del	1p13.1	SNORD45A
Del	1p13.1	SNORD44
Del	1p13.1	SNORD55
Del	1p13.1	RNU11
Del	1p13.1	RNU5F-1
Del	1p13.1	RNF11
Del	1p13.1	USP21
Del	1p13.1	FOXD3
Del	1p13.1	DIEXF
Del	1p13.1	TRAPPC3
Del	1p13.1	TAF5L
Del	1p13.1	CACYBP
Del	1p13.1	HSPB7
Del	1p13.1	CHIA
Del	1p13.1	SLC39A1
Del	1p13.1	DISC2
Del	1p13.1	DISC1
Del	1p13.1	ARHGEF16
Del	1p13.1	AHDC1
Del	1p13.1	RNF115
Del	1p13.1	KLHL20
Del	1p13.1	TEKT2
Del	1p13.1	SMPDL3B
Del	1p13.1	ANGPTL3
Del	1p13.1	LAMTOR2
Del	1p13.1	FLVCR1
Del	1p13.1	PRO0611
Del	1p13.1	UBE2T
Del	1p13.1	LINC00339
Del	1p13.1	CNIH4
Del	1p13.1	SSU72
Del	1p13.1	TMOD4
Del	1p13.1	GNL2
Del	1p13.1	GPSM2
Del	1p13.1	UBIAD1
Del	1p13.1	PYCR2
Del	1p13.1	NME7
Del	1p13.1	ALG6
Del	1p13.1	NENF
Del	1p13.1	PADI1
Del	1p13.1	IL19
Del	1p13.1	CERS2
Del	1p13.1	SLC25A24
Del	1p13.1	PLA2G2E
Del	1p13.1	DNTTIP2
Del	1p13.1	WRAP73
Del	1p13.1	CRNN
Del	1p13.1	G0S2
Del	1p13.1	IL20
Del	1p13.1	SLC45A1
Del	1p13.1	DCAF8
Del	1p13.1	HP1BP3
Del	1p13.1	F11R
Del	1p13.1	TMED5
Del	1p13.1	RRP15
Del	1p13.1	GLRX2
Del	1p13.1	BOLA1
Del	1p13.1	PPPDE1
Del	1p13.1	CELA2B
Del	1p13.1	ZNF593
Del	1p13.1	ZBTB7B
Del	1p13.1	ZNF691
Del	1p13.1	TXNDC12
Del	1p13.1	TNNI3K
Del	1p13.1	RRNAD1
Del	1p13.1	ADIPOR1
Del	1p13.1	SCCPDH
Del	1p13.1	SH3GLB1
Del	1p13.1	MECR
Del	1p13.1	APH1A
Del	1p13.1	UTP11L
Del	1p13.1	TRIM17
Del	1p13.1	KCTD3
Del	1p13.1	SDF4
Del	1p13.1	MRTO4
Del	1p13.1	PLEKHO1
Del	1p13.1	HAO2
Del	1p13.1	ACP6
Del	1p13.1	TMEM69
Del	1p13.1	MRPL37
Del	1p13.1	IER5
Del	1p13.1	HOOK1
Del	1p13.1	SNX7
Del	1p13.1	UCHL5
Del	1p13.1	C1orf9
Del	1p13.1	HPCAL4
Del	1p13.1	YTHDF2
Del	1p13.1	GPR89B
Del	1p13.1	HSD17B7
Del	1p13.1	UFC1
Del	1p13.1	DTL
Del	1p13.1	ZCCHC17
Del	1p13.1	TRIM33
Del	1p13.1	METTL13
Del	1p13.1	DPH5
Del	1p13.1	HSPB11
Del	1p13.1	OAZ3
Del	1p13.1	PADI3
Del	1p13.1	CYB5R1
Del	1p13.1	CMPK1
Del	1p13.1	ARID4B
Del	1p13.1	CD244
Del	1p13.1	GPR88
Del	1p13.1	ERRFI1
Del	1p13.1	DPM3
Del	1p13.1	WNT4
Del	1p13.1	YIPF1
Del	1p13.1	FBXO42
Del	1p13.1	MRPS21
Del	1p13.1	CCDC76
Del	1p13.1	TMCO1
Del	1p13.1	ADAMTSL4
Del	1p13.1	CRCT1
Del	1p13.1	RNF186
Del	1p13.1	SPATA6
Del	1p13.1	EGLN1
Del	1p13.1	MXRA8
Del	1p13.1	L1TD1
Del	1p13.1	HES2
Del	1p13.1	KIAA1383
Del	1p13.1	RSBN1
Del	1p13.1	ZNHIT6
Del	1p13.1	GPN2
Del	1p13.1	LEPROT
Del	1p13.1	FBLIM1
Del	1p13.1	MED18
Del	1p13.1	TRIT1
Del	1p13.1	GIPC2
Del	1p13.1	SWT1
Del	1p13.1	GDAP2
Del	1p13.1	FAM46C
Del	1p13.1	GON4L
Del	1p13.1	GPATCH4
Del	1p13.1	PALMD
Del	1p13.1	FNBP1L
Del	1p13.1	ST7L
Del	1p13.1	PQLC2
Del	1p13.1	CASZ1
Del	1p13.1	LAX1
Del	1p13.1	RHBDL2
Del	1p13.1	DUSP23
