Gene	TUSON_p_value_TSG	TUSON_q_value_TSG	TSG_Probability_LASSO	Chromosome	TSG_Score	TSG_Rank	TUSON_p_value_OG	TUSON_q_value_OG	OG_Probability_LASSO	Chromosome	OG_Score	OG_Rank
ZNF628	1	1	0.088812459	19	0	10960	0.409556161	0.911147316	0.501115475	19	0.0404114	8131
KBTBD12	1	1	0.088802723	3	0	10961	0.97604174	0.996579628	0.502078728	3	0.001487995	13364
ATP6V0C	1	1	0.088733458	16	0	10962	0.993369299	0.996579628	0.486187552	16	0.001487995	13752
NKX3-2	1	1	0.088729745	4	0	10963	0.993867153	0.996579628	0.461208327	4	0.001487995	14292
ACACB	1	1	0.088727918	12	0	10964	0.126969954	0.70679257	0.522822876	12	0.150708025	3191
TAC4	1	1	0.088714925	17	0	10965	0.989557698	0.996579628	0.540680114	17	0.001487995	12395
POLR2I	1	1	0.088711363	19	0	10966	0.991716185	0.996579628	0.530848139	19	0.001487995	12643
OPTN	1	1	0.08869896	10	0	10967	0.264648786	0.820239368	0.55876713	10	0.08605939	5803
ACE	1	1	0.088675086	17	0	10968	0.138282312	0.717988109	0.676654896	17	0.143882748	3419
CPED1	1	1	0.088658842	7	0	10969	0.304350734	0.846787119	0.538041616	7	0.072225757	6465
COL4A6	1	1	0.088638417	X	0	10970	0.146035113	0.728009189	0.545312329	X	0.137863139	3567
P2RX4	1	1	0.088636575	12	0	10971	0.991716185	0.996579628	0.468427796	12	0.001487995	14130
MCFD2	1	1	0.088627951	2	0	10972	0.994467778	0.996579628	0.472797928	2	0.001487995	14042
SPTBN2	1	1	0.088602098	11	0	10973	0.097139249	0.661488892	0.620895358	11	0.179477444	2596
HOXC12	1	1	0.088593375	12	0	10974	0.23030953	0.796657724	0.493344386	12	0.098728229	5188
TMPRSS2	1	1	0.088559779	21	0	10975	0.634833939	0.996579628	0.479523285	21	0.001487995	13895
RTP4	1	1	0.088548869	3	0	10976	0.418882893	0.912342592	0.645324605	3	0.03984205	8181
GTSE1	1	1	0.088524518	22	0	10977	0.504078542	0.950503037	0.483094633	22	0.022046491	9620
CARD14	1	1	0.088522518	17	0	10978	0.991716185	0.996579628	0.523941907	17	0.001487995	12838
SEC14L4	1	1	0.088520081	22	0	10979	0.424108246	0.912342592	0.511049862	22	0.03984205	8283
PBX2	1	1	0.088508169	6	0	10980	0.311993878	0.853480136	0.50895522	6	0.068806582	6577
ALDH2	1	1	0.088456044	12	0	10981	0.942391776	0.996579628	0.54136065	12	0.001487995	12377
PSRC1	1	1	0.08842718	1	0	10982	0.125528259	0.704849162	0.481596615	1	0.151903812	3169
TBX21	1	1	0.088404237	17	0	10983	0.062963527	0.605202543	0.636825278	17	0.218099256	1794
TMEM141	1	1	0.088374492	9	0	10984	0.970330307	0.996579628	0.47718715	9	0.001487995	13939
MED24	1	1	0.088349571	17	0	10985	0.54104222	0.980225764	0.573349639	17	0.008673887	10018
RNF135	1	1	0.088334457	17	0	10986	0.941766997	0.996579628	0.544171026	17	0.001487995	12311
ECH1	1	1	0.088331377	19	0	10987	0.992261442	0.996579628	0.527395749	19	0.001487995	12747
PTOV1	1	1	0.088315063	19	0	10988	0.045948078	0.554494354	0.63383797	19	0.256102872	1433
CYP4X1	1	1	0.088300782	1	0	10989	0.380898649	0.895126432	0.543154231	1	0.048115618	7689
TMEM66	1	1	0.088261323	8	0	10990	0.171999786	0.755401024	0.492247493	8	0.121822431	4067
HIST2H3D	1	1	0.088260885	1	0	10991	0.991716185	0.996579628	0.498810301	1	0.001487995	13448
MESDC1	1	1	0.088256613	15	0	10992	0.978468288	0.996579628	0.482128364	15	0.001487995	13845
GPR65	1	1	0.088242567	14	0	10993	0.45895299	0.925886478	0.468640863	14	0.033442258	8971
SHROOM3	1	1	0.088231756	4	0	10994	0.546438592	0.985890704	0.467481164	4	0.006171228	10059
PLCL2	1	1	0.088213163	3	0	10995	0.28593852	0.832390399	0.498304014	3	0.079672938	6139
JAK3	1	1	0.088207628	19	0	10996	0.42740611	0.912342592	0.51997978	19	0.03984205	8277
PRKCSH	1	1	0.088204332	19	0	10997	0.961598734	0.996579628	0.553231021	19	0.001487995	12083
FRG2C	1	1	0.088186276	3	0	10998	0.93237015	0.996579628	0.596237916	3	0.001487995	11256
GUCA2B	1	1	0.088134555	1	0	10999	0.991716185	0.996579628	0.498726788	1	0.001487995	13451
TDRD10	1	1	0.08813186	1	0	11000	0.117498339	0.69130094	0.694229509	1	0.160332853	3002
SPPL2B	1	1	0.088112013	19	0	11001	0.991716185	0.996579628	0.457390982	19	0.001487995	14366
MRGPRX3	1	1	0.088096824	11	0	11002	0.662245046	0.996579628	0.486328556	11	0.001487995	13749
APOO	1	1	0.088092128	X	0	11003	0.996579628	0.996579628	0.565177793	X	0.001487995	11835
AURKA	1	1	0.088074898	20	0	11004	0.931881252	0.996579628	0.581772411	20	0.001487995	11527
IPMK	1	1	0.088067747	10	0	11005	0.995175006	0.996579628	0.461118398	10	0.001487995	14295
CCDC172	1	1	0.088064226	10	0	11006	0.222441817	0.789471916	0.491466196	10	0.102663315	5053
SGIP1	1	1	0.088055619	1	0	11007	0.224401989	0.791044786	0.531949091	1	0.101798928	5095
MRE11A	1	1	0.088031166	11	0	11008	0.066109986	0.611228724	0.528160436	11	0.213796245	1890
SPANXN3	1	1	0.088018924	X	0	11009	0.314038206	0.855943422	0.563690403	X	0.067554941	6609
SYNGR3	1	1	0.08801743	16	0	11010	0.759151797	0.996579628	0.518780356	16	0.001487995	12953
CDKL5	1	1	0.08800208	X	0	11011	0.275005336	0.827773217	0.550150979	X	0.08208863	5969
TMEM63B	1	1	0.088001209	6	0	11012	0.565587187	0.996579628	0.527496544	6	0.001487995	12744
TMED7	1	1	0.087943025	5	0	11013	0.488219463	0.947340727	0.479964177	5	0.023493792	9437
PTGFR	1	1	0.087941822	1	0	11014	0.424876155	0.912342592	0.498925487	1	0.03984205	8293
OCLN	1	1	0.087921827	5	0	11015	0.058206517	0.592178389	0.515320913	5	0.227547446	1717
LRRTM4	1	1	0.087918569	2	0	11016	0.122503384	0.700745967	0.488160923	2	0.154439393	3096
THNSL1	1	1	0.087909225	10	0	11017	0.412102375	0.912342592	0.541638657	10	0.03984205	8258
ANGPT4	1	1	0.087907398	20	0	11018	0.986408506	0.996579628	0.561136494	20	0.001487995	11912
KRT36	1	1	0.087880645	17	0	11019	0.982331011	0.996579628	0.496127138	17	0.001487995	13525
BCL2L14	1	1	0.087867022	12	0	11020	0.939212227	0.996579628	0.532785727	12	0.001487995	12593
SLC15A1	1	1	0.087852214	13	0	11021	0.271487331	0.826587099	0.638704794	13	0.082711377	5908
LATS2	1	1	0.087839996	13	0	11022	0.281095611	0.831578227	0.527974094	13	0.08009689	6082
OCM	1	1	0.087839394	7	0	11023	0.991716185	0.996579628	0.506794416	7	0.001487995	13234
HCLS1	1	1	0.087795198	3	0	11024	0.455965658	0.924658479	0.527931625	3	0.034018644	8765
PRTFDC1	1	1	0.08778879	10	0	11025	0.239037818	0.801151186	0.504983522	10	0.09628552	5346
ZBTB2	1	1	0.087770884	6	0	11026	0.169224575	0.750538674	0.591324594	6	0.124626924	4019
CLDN17	1	1	0.087769281	21	0	11027	0.439339727	0.919796768	0.586276166	21	0.036308121	8645
CALR3	1	1	0.087761459	19	0	11028	0.963850288	0.996579628	0.530946295	19	0.001487995	12638
SYNJ2	1	1	0.087759729	6	0	11029	0.092987308	0.655577967	0.496944374	6	0.183375651	2499
OGFOD3	1	1	0.087753438	17	0	11030	0.969865061	0.996579628	0.537094598	17	0.001487995	12478
TCL1A	1	1	0.087725213	14	0	11031	0.389285225	0.896384179	0.477197652	14	0.047505817	7824
COX8A	1	1	0.08769837	11	0	11032	0.983794776	0.996579628	0.470489972	11	0.001487995	14085
KLRC4	1	1	0.08767186	12	0	11033	0.986237367	0.996579628	0.64565796	12	0.001487995	10714
TP53I13	1	1	0.087661537	17	0	11034	0.992416596	0.996579628	0.488209872	17	0.001487995	13702
SSX4	1	1	0.087653867	X	0	11035	0.991716185	0.996579628	0.485456841	X	0.001487995	13767
HAGHL	1	1	0.087642733	16	0	11036	0.991716185	0.996579628	0.485023295	16	0.001487995	13781
SSX4B	1	1	0.087639367	X	0	11037	0.991716185	0.996579628	0.485852711	X	0.001487995	13758
DIS3L2	1	1	0.087599304	2	0	11038	0.37765297	0.891805287	0.505466261	2	0.049729957	7651
SLC2A7	1	1	0.087557841	1	0	11039	0.062666433	0.605202543	0.564214852	1	0.218099256	1811
PMVK	1	1	0.087537887	1	0	11040	0.968525393	0.996579628	0.628958289	1	0.001487995	10854
VPS13D	1	1	0.087526361	1	0	11041	0.564154954	0.996579628	0.498950402	1	0.001487995	13443
PIK3IP1	1	1	0.087520719	22	0	11042	0.989163961	0.996579628	0.468775677	22	0.001487995	14122
TMEM259	1	1	0.087443391	19	0	11043	0.996579628	0.996579628	0.459655408	19	0.001487995	14321
CD86	1	1	0.087379306	3	0	11044	0.257893244	0.813800025	0.570210235	3	0.089482301	5699
MLPH	1	1	0.08733854	2	0	11045	0.983019966	0.996579628	0.46335645	2	0.001487995	14235
IMMP1L	1	1	0.087333864	11	0	11046	0.99402612	0.996579628	0.474301564	11	0.001487995	13999
METTL2A	1	1	0.087286797	17	0	11047	0.983996757	0.996579628	0.549768763	17	0.001487995	12167
C11orf1	1	1	0.087274329	11	0	11048	0.995497752	0.996579628	0.461607945	11	0.001487995	14280
SLC26A2	1	1	0.087272813	5	0	11049	0.263101242	0.819631175	0.644748493	5	0.086381531	5762
EHD3	1	1	0.087258824	2	0	11050	0.195127274	0.773862179	0.566034255	2	0.111336378	4509
DDX49	1	1	0.087197897	19	0	11051	0.418179664	0.912342592	0.511081775	19	0.03984205	8282
WRN	1	1	0.087177543	8	0	11052	0.53984156	0.978905009	0.47985175	8	0.009259449	10009
GLB1L2	1	1	0.087162809	11	0	11053	0.754624176	0.996579628	0.532604419	11	0.001487995	12598
KIF9	1	1	0.087158237	3	0	11054	0.123319873	0.701175887	0.538471744	3	0.154173027	3123
DHX36	1	1	0.087138853	3	0	11055	0.026861992	0.474593864	0.661740129	3	0.323677881	972
KIR3DL2	1	1	0.087137297	19	0	11056	0.303450454	0.846787119	0.490163511	19	0.072225757	6473
PSMA5	1	1	0.08711174	1	0	11057	0.985123649	0.996579628	0.471263329	1	0.001487995	14072
GALNT6	1	1	0.087106255	12	0	11058	0.215975537	0.783797169	0.486433262	12	0.105796309	4927
SPATA31D1	1	1	0.087072133	9	0	11059	0.433757691	0.915000308	0.476143591	9	0.03857876	8554
PINK1	1	1	0.08706454	1	0	11060	0.982548553	0.996579628	0.461624852	1	0.001487995	14278
FAM173A	1	1	0.087023312	16	0	11061	0.588663136	0.996579628	0.487881609	16	0.001487995	13715
CALU	1	1	0.087007163	7	0	11062	0.466901361	0.931447125	0.497073204	7	0.030841793	9080
ACPL2	1	1	0.087006952	3	0	11063	0.150880326	0.737488742	0.574455028	3	0.132244605	3637
CWC15	1	1	0.086980491	11	0	11064	0.971772317	0.996579628	0.491229261	11	0.001487995	13632
COG5	1	1	0.086960373	7	0	11065	0.097324236	0.661507806	0.530694078	7	0.179465027	2598
LRCH3	1	1	0.086939848	3	0	11066	0.271893201	0.827014021	0.786619301	3	0.082487127	5913
NOP56	1	1	0.086933649	20	0	11067	0.033544883	0.513281389	0.640726241	20	0.289644482	1129
POU3F1	1	1	0.086922814	1	0	11068	0.907634797	0.996579628	0.536301664	1	0.001487995	12496
UCN3	1	1	0.086895643	10	0	11069	0.995587769	0.996579628	0.506775771	10	0.001487995	13235
IREB2	1	1	0.086879564	15	0	11070	0.002440849	0.181643927	0.620683329	15	0.740779118	212
SYCP3	1	1	0.086844212	12	0	11071	0.213958918	0.783797169	0.464495806	12	0.105796309	4932
TNK1	1	1	0.086839455	17	0	11072	0.428044331	0.912689662	0.470709403	17	0.039676869	8492
SSH1	1	1	0.086839136	12	0	11073	0.285666249	0.832390399	0.498945757	12	0.079672938	6137
KDM6B	1	1	0.086836459	17	0	11074	0.837759753	0.996579628	0.512972632	17	0.001487995	13088
GCLC	1	1	0.086808597	6	0	11075	0.152069086	0.738455573	0.513359318	6	0.131675628	3661
BDH2	1	1	0.086800696	4	0	11076	0.95936352	0.996579628	0.514332296	4	0.001487995	13053
NFKBIE	1	1	0.086782263	6	0	11077	0.057322927	0.588315911	0.605391938	6	0.230389406	1696
SFRP1	1	1	0.08677287	8	0	11078	0.436587597	0.917670403	0.664089637	8	0.037313275	8612
RNF148	1	1	0.086730796	7	0	11079	0.005188263	0.259535077	0.727613588	7	0.585803938	324
NR2E3	1	1	0.086727251	15	0	11080	0.995497752	0.996579628	0.47482607	15	0.001487995	13984
NMNAT1	1	1	0.08672278	1	0	11081	0.981666054	0.996579628	0.472049433	1	0.001487995	14058
KIAA1430	1	1	0.086707851	4	0	11082	0.606555099	0.996579628	0.490016285	4	0.001487995	13664
SULT1B1	1	1	0.086696615	4	0	11083	0.489786771	0.947340727	0.471968258	4	0.023493792	9442
NXPE4	1	1	0.086690131	11	0	11084	0.990630489	0.996579628	0.462678349	11	0.001487995	14248
PARP12	1	1	0.086683684	7	0	11085	0.992886313	0.996579628	0.514675824	7	0.001487995	13045
QPCTL	1	1	0.086664858	19	0	11086	0.248631839	0.805165417	0.477649747	19	0.094114887	5549
CROT	1	1	0.086655549	7	0	11087	0.405679222	0.907709833	0.559292033	7	0.04205296	8028
MVD	1	1	0.086637435	16	0	11088	0.991716185	0.996579628	0.456991057	16	0.001487995	14374
CPA5	1	1	0.086626465	7	0	11089	0.467073973	0.93160435	0.571713217	7	0.030768492	9085
FILIP1L	1	1	0.086609855	3	0	11090	0.392382997	0.899965865	0.549485311	3	0.045773963	7884
GPX7	1	1	0.086561417	1	0	11091	0.131916574	0.713216991	0.484816757	1	0.146778319	3305
MROH1	1	1	0.086559944	8	0	11092	0.988952328	0.996579628	0.635724468	8	0.001487995	10798
ELP2	1	1	0.086538551	18	0	11093	0.712561296	0.996579628	0.479109836	18	0.001487995	13903
TAOK2	1	1	0.086529948	16	0	11094	0.235573812	0.800713902	0.548166943	16	0.096522631	5268
SIN3B	1	1	0.086511142	19	0	11095	0.709473285	0.996579628	0.528235675	19	0.001487995	12716
ELOF1	1	1	0.08646738	19	0	11096	0.953004622	0.996579628	0.534639232	19	0.001487995	12539
FAM89B	1	1	0.086460311	11	0	11097	0.975295529	0.996579628	0.473295218	11	0.001487995	14019
CCDC33	1	1	0.086457869	15	0	11098	0.803402828	0.996579628	0.470704918	15	0.001487995	14079
TOPORS	1	1	0.08644606	9	0	11099	0.605177745	0.996579628	0.471021878	9	0.001487995	14075
KRTAP21-1	1	1	0.086394797	21	0	11100	0.126223055	0.704849162	0.579574646	21	0.151903812	3163
APOBEC2	1	1	0.086368112	6	0	11101	0.315621231	0.856989076	0.610964156	6	0.067024714	6655
RALB	1	1	0.086339783	2	0	11102	0.174159242	0.756891692	0.470877767	2	0.120966262	4101
BAIAP2L2	1	1	0.086233673	22	0	11103	0.95936352	0.996579628	0.543513456	22	0.001487995	12325
CLLU1	1	1	0.086225019	12	0	11104	0.684727851	0.996579628	0.469519765	12	0.001487995	14104
CYP19A1	1	1	0.086214433	15	0	11105	0.418882893	0.912342592	0.500013365	15	0.03984205	8292
BHLHA15	1	1	0.086192498	7	0	11106	0.321604951	0.856989076	0.564461162	7	0.067024714	6675
IL24	1	1	0.086190964	1	0	11107	0.991716185	0.996579628	0.544708744	1	0.001487995	12300
MAGT1	1	1	0.086173277	X	0	11108	0.211189337	0.783504121	0.511553467	X	0.105958715	4848
MMP21	1	1	0.086165982	10	0	11109	0.269653943	0.824596633	0.517985068	10	0.083758443	5884
FGF11	1	1	0.086160876	17	0	11110	0.215533087	0.783797169	0.467032347	17	0.105796309	4931
RAB40AL	1	1	0.086155357	X	0	11111	0.051977274	0.574827412	0.541502773	X	0.24046253	1578
CDR2L	1	1	0.086143368	17	0	11112	0.158018387	0.74181056	0.561019414	17	0.129706989	3828
E2F6	1	1	0.086094353	2	0	11113	0.907634797	0.996579628	0.579146132	2	0.001487995	11579
OR4D6	1	1	0.086086948	11	0	11114	0.545443893	0.984666713	0.466395179	11	0.006710743	10053
C20orf144	1	1	0.08602768	20	0	11115	0.712760403	0.996579628	0.527921008	20	0.001487995	12726
LRRD1	1	1	0.08601974	7	0	11116	0.434501458	0.915000308	0.528506889	7	0.03857876	8539
LYVE1	1	1	0.086001482	11	0	11117	0.991716185	0.996579628	0.459754907	11	0.001487995	14320
ZNF85	1	1	0.085976898	19	0	11118	0.618402021	0.996579628	0.521964494	19	0.001487995	12887
PAQR7	1	1	0.085948967	1	0	11119	0.996313989	0.996579628	0.466635166	1	0.001487995	14174
CBX6	1	1	0.085944014	22	0	11120	0.226678964	0.793844192	0.47128643	22	0.100264728	5119
ABLIM3	1	1	0.085929278	5	0	11121	0.486721406	0.947340727	0.572245107	5	0.023493792	9360
EFCAB2	1	1	0.085926965	1	0	11122	0.975296828	0.996579628	0.596697755	1	0.001487995	11250
SLC1A3	1	1	0.085913692	5	0	11123	0.034120784	0.513281389	0.658415649	5	0.289644482	1126
PRM3	1	1	0.085910618	16	0	11124	0.989557698	0.996579628	0.500456358	16	0.001487995	13399
MRPS7	1	1	0.085907854	17	0	11125	0.968525393	0.996579628	0.541213924	17	0.001487995	12381
TTN	1	1	0.085897533	2	0	11126	0.132112926	0.713216991	0.533943721	2	0.146778319	3294
NUPR1	1	1	0.08585319	16	0	11127	0.13339106	0.713216991	0.483630635	16	0.146778319	3306
CCKBR	1	1	0.085848975	11	0	11128	0.578294651	0.996579628	0.475933681	11	0.001487995	13961
DLGAP5	1	1	0.08584315	14	0	11129	0.483028966	0.945061072	0.476177865	14	0.024540125	9263
COMT	1	1	0.085817842	22	0	11130	0.956305452	0.996579628	0.517665338	22	0.001487995	12982
CP	1	1	0.085774533	3	0	11131	0.188315574	0.768493807	0.666191444	3	0.114359628	4382
FAM86B1	1	1	0.085752445	8	0	11132	0.985123649	0.996579628	0.473202961	8	0.001487995	14025
LDLRAP1	1	1	0.08571591	1	0	11133	0.392206917	0.899782977	0.462221463	1	0.045862228	7879
GTF3C5	1	1	0.085617142	9	0	11134	0.141102405	0.720988695	0.521424627	9	0.142071545	3480
RBBP5	1	1	0.085601042	1	0	11135	0.838997668	0.996579628	0.681733599	1	0.001487995	10499
ERCC1	1	1	0.085599007	19	0	11136	0.991716185	0.996579628	0.474350097	19	0.001487995	13996
ZNF678	1	1	0.085598219	1	0	11137	0.020611872	0.430593743	0.756901895	1	0.365932285	811
USPL1	1	1	0.085569745	13	0	11138	0.658914916	0.996579628	0.487973504	13	0.001487995	13708
TMTC2	1	1	0.085565244	12	0	11139	0.016573965	0.399161208	0.591445463	12	0.398851672	709
POLN	1	1	0.085560631	4	0	11140	0.570323779	0.996579628	0.473529332	4	0.001487995	14016
ZNF580	1	1	0.085550457	19	0	11141	0.684727851	0.996579628	0.487919809	19	0.001487995	13710
ASB12	1	1	0.085544215	X	0	11142	0.996579628	0.996579628	0.473270028	X	0.001487995	14021
SGCA	1	1	0.085499908	17	0	11143	0.935569638	0.996579628	0.517015942	17	0.001487995	13001
PDHA2	1	1	0.085450466	4	0	11144	0.005331757	0.261775195	0.585577225	4	0.582071508	332
NUP107	1	1	0.085430342	12	0	11145	0.208471527	0.781227977	0.562842062	12	0.107222212	4782
FRMD6	1	1	0.085409542	14	0	11146	0.166857554	0.747058566	0.542822811	14	0.12664535	3978
MYL1	1	1	0.0854051	2	0	11147	0.41121664	0.912342592	0.521861539	2	0.03984205	8273
TMEM82	1	1	0.085392296	1	0	11148	0.212546694	0.783504121	0.51597386	1	0.105958715	4845
DHRS4L1	1	1	0.085388983	14	0	11149	0.995497752	0.996579628	0.466415282	14	0.001487995	14182
GDNF	1	1	0.085388519	5	0	11150	0.067275916	0.612166666	0.626041913	5	0.213130323	1915
ZFP14	1	1	0.08538606	19	0	11151	0.012255738	0.360511702	0.720225356	19	0.443080634	565
ANKRD30A	1	1	0.085376451	10	0	11152	0.031970227	0.507921768	0.627786119	10	0.294203174	1084
SLC13A1	1	1	0.085347062	7	0	11153	0.032022151	0.507921768	0.571555481	7	0.294203174	1088
GALR1	1	1	0.085313311	18	0	11154	0.229457199	0.796080649	0.548007133	18	0.099042933	5165
ASCC2	1	1	0.085296815	22	0	11155	0.116211868	0.691080778	0.555755629	22	0.160471187	2981
EGFL7	1	1	0.085285996	9	0	11156	0.975296828	0.996579628	0.495724749	9	0.001487995	13532
GALNT2	1	1	0.085279099	1	0	11157	0.318949783	0.856989076	0.650134725	1	0.067024714	6640
ADAP2	1	1	0.085221959	17	0	11158	0.993169534	0.996579628	0.481541851	17	0.001487995	13855
TTLL9	1	1	0.08521458	20	0	11159	0.400003072	0.906534504	0.70794456	20	0.042615661	7976
TTI1	1	1	0.085191903	20	0	11160	0.660353372	0.996579628	0.608974904	20	0.001487995	11070
TLDC2	1	1	0.085166679	20	0	11161	0.996579628	0.996579628	0.550726565	20	0.001487995	12148
TEX9	1	1	0.08516115	15	0	11162	0.201322287	0.777737285	0.504192597	15	0.10916708	4641
PTPRCAP	1	1	0.085153658	11	0	11163	0.988952328	0.996579628	0.678544901	11	0.001487995	10518
MAP2K1	1	1	0.085055725	15	0	11164	2.95E-08	1.49E-05	0.728249304	15	4.826813732	25
CHGB	1	1	0.085044509	20	0	11165	0.484928471	0.947340727	0.600907026	20	0.023493792	9326
KRT25	1	1	0.085035057	17	0	11166	0.682886164	0.996579628	0.508367593	17	0.001487995	13197
CD40LG	1	1	0.085032838	X	0	11167	0.245266906	0.804203902	0.540129876	X	0.094633824	5477
DLL3	1	1	0.08502957	19	0	11168	0.356058854	0.878428083	0.641680211	19	0.056293788	7268
CACTIN	1	1	0.084996696	19	0	11169	0.423338632	0.912342592	0.470369251	19	0.03984205	8316
ZNF428	1	1	0.084987901	19	0	11170	0.970330307	0.996579628	0.48472806	19	0.001487995	13792
COMMD1	1	1	0.084955296	2	0	11171	0.992261442	0.996579628	0.491815722	2	0.001487995	13623
RPL28	1	1	0.084936362	19	0	11172	0.907634797	0.996579628	0.502387613	19	0.001487995	13357
OR51B2	1	1	0.084906709	11	0	11173	0.428035426	0.912689662	0.48496145	11	0.039676869	8491
MCL1	1	1	0.084902857	1	0	11174	0.950640004	0.996579628	0.627176426	1	0.001487995	10879
AK8	1	1	0.084866712	9	0	11175	0.000848747	0.099709071	0.617112189	9	1.00126533	127
ZNF575	1	1	0.084859886	19	0	11176	0.989163961	0.996579628	0.489728579	19	0.001487995	13673
ASPG	1	1	0.084849289	14	0	11177	0.968447253	0.996579628	0.529348075	14	0.001487995	12685
PKD1L1	1	1	0.084847201	7	0	11178	0.305354724	0.847129198	0.560199464	7	0.072050349	6490
VIMP	1	1	0.084804266	15	0	11179	0.975295529	0.996579628	0.543317837	15	0.001487995	12333
ACRV1	1	1	0.084783927	11	0	11180	0.328080292	0.860841677	0.679473517	11	0.065076715	6850
CALM2	1	1	0.084781393	2	0	11181	0.991716185	0.996579628	0.499945942	2	0.001487995	13415
SPATA32	1	1	0.084773546	17	0	11182	0.471241429	0.933734874	0.47112824	17	0.02977642	9127
PRPF31	1	1	0.084758995	19	0	11183	0.157819765	0.74181056	0.566336079	19	0.129706989	3825
OR2K2	1	1	0.084707963	9	0	11184	0.01531205	0.386256196	0.55612252	9	0.413124541	665
KIAA0319	1	1	0.084690392	6	0	11185	0.060599013	0.601729009	0.615764093	6	0.220599051	1761
CD163L1	1	1	0.084668262	12	0	11186	0.061258579	0.604463286	0.626908802	12	0.218630072	1772
CD84	1	1	0.084658513	1	0	11187	0.016434885	0.397651823	0.676814734	1	0.400497022	695
KCNT1	1	1	0.0846559	9	0	11188	0.637235271	0.996579628	0.510880342	9	0.001487995	13139
KCNA10	1	1	0.084646977	1	0	11189	0.027812769	0.478374504	0.546185194	1	0.320231975	994
ZNF304	1	1	0.084600181	19	0	11190	0.12971938	0.710204214	0.492260841	19	0.148616755	3240
NANOS2	1	1	0.084562071	19	0	11191	0.186443403	0.767400987	0.475512245	19	0.114977647	4340
CD248	1	1	0.084561549	11	0	11192	0.704897154	0.996579628	0.496001886	11	0.001487995	13526
OARD1	1	1	0.0845561	6	0	11193	0.022106535	0.445445489	0.541571308	6	0.351205435	844
GPRC6A	1	1	0.084545605	6	0	11194	0.374868615	0.890211057	0.518947906	6	0.050507016	7605
DPPA2	1	1	0.084475645	3	0	11195	0.378066869	0.892276613	0.567997099	3	0.04950049	7655
TCEAL8	1	1	0.084461008	X	0	11196	0.212067517	0.783504121	0.468348446	X	0.105958715	4855
IFT80	1	1	0.084433482	3	0	11197	0.633154329	0.996579628	0.607496089	3	0.001487995	11088
EHHADH	1	1	0.084408926	3	0	11198	0.726446287	0.996579628	0.714860476	3	0.001487995	10349
MIS18A	1	1	0.084376649	21	0	11199	0.988952328	0.996579628	0.596503941	21	0.001487995	11252
CKAP5	1	1	0.084338779	11	0	11200	0.425167527	0.912342592	0.496891154	11	0.03984205	8295
SLC35A5	1	1	0.084274145	3	0	11201	0.962589921	0.996579628	0.493441065	3	0.001487995	13590
CEBPG	1	1	0.08427359	19	0	11202	0.989163961	0.996579628	0.580640314	19	0.001487995	11549
GRM3	1	1	0.084270573	7	0	11203	0.068189488	0.613398343	0.754357339	7	0.212257402	1942
SAP25	1	1	0.084216555	7	0	11204	0.574221993	0.996579628	0.503341719	7	0.001487995	13331
NSUN2	1	1	0.084193401	5	0	11205	0.250365842	0.806839258	0.740848527	5	0.093212979	5560
AZGP1	1	1	0.084179485	7	0	11206	0.446361514	0.924658479	0.604645184	7	0.034018644	8720
ATP6V1D	1	1	0.084172057	14	0	11207	0.447100643	0.924658479	0.580122553	14	0.034018644	8736
POT1	1	1	0.084169348	7	0	11208	0.285434984	0.832390399	0.564670312	7	0.079672938	6118
PHLDB1	1	1	0.084168664	11	0	11209	0.51111909	0.957400068	0.499953728	11	0.018906546	9687
CASD1	1	1	0.084154893	7	0	11210	0.184879483	0.765704945	0.708563365	7	0.115938548	4312
ZNF417	1	1	0.084146207	19	0	11211	0.987148754	0.996579628	0.486785857	19	0.001487995	13733
PGLS	1	1	0.084125814	19	0	11212	0.315164726	0.856989076	0.664303001	19	0.067024714	6634
PREB	1	1	0.084111287	2	0	11213	0.416546066	0.912342592	0.477495475	2	0.03984205	8312
CNTD2	1	1	0.084101872	19	0	11214	0.383004378	0.895824689	0.584412266	19	0.047776973	7712
TH	1	1	0.084099492	11	0	11215	0.103606649	0.669874902	0.545312737	11	0.174006293	2740
SUSD2	1	1	0.084058773	22	0	11216	0.765447542	0.996579628	0.472927074	22	0.001487995	14035
FOXS1	1	1	0.084050174	20	0	11217	0.264195401	0.820024244	0.584562201	20	0.086173308	5795
RAB26	1	1	0.084049481	16	0	11218	0.519884659	0.961314225	0.495447267	16	0.017134631	9791
GDAP2	1	1	0.083973616	1	0	11219	0.100926358	0.667447913	0.688702832	1	0.175582621	2638
TBC1D10A	1	1	0.083973611	22	0	11220	0.317605866	0.856989076	0.587341179	22	0.067024714	6667
IL12RB2	1	1	0.083963735	1	0	11221	0.223469207	0.790829021	0.524337795	1	0.101917402	5068
PCMTD1	1	1	0.08396329	8	0	11222	0.003220952	0.212578293	0.861738079	8	0.672481085	240
FGF18	1	1	0.083942135	5	0	11223	0.8615015	0.996579628	0.545210501	5	0.001487995	12283
FGFR3	1	1	0.083935863	4	0	11224	0.001666623	0.148242146	0.751788805	4	0.829028307	175
CMTM5	1	1	0.083919254	14	0	11225	0.991716185	0.996579628	0.584920046	14	0.001487995	11475
SIGLEC5	1	1	0.083854709	19	0	11226	0.530600536	0.970818631	0.513434563	19	0.012861898	9917
